ID	location   X coord    Y coord  	Z coord
1482	a02	235.84	218.77	-231.87
1482	a02	260.65	218.77	-231.85
1422	a02	286.51	218.77	-235.36
1422	a02	286.51	218.77	-228.32
1422	a02	267.19	218.77	-209.24
1422	a02	245.04	218.77	-208.91
1422	a02	266.9	218.77	-255.38
1422	a02	244.89	218.77	-255.43
1443	a02	221.16	218.77	-276.19
1443	a02	178.98	218.77	-278.65
1443	a02	228.63	218.77	-175.44
1443	a02	229.84	218.77	-176.86
1443	a02	229.82	218.77	-174.05
1440	a02	221.16	218.77	-165.16
1440	a02	190.91	218.77	-165.29
1440	a02	220.99	218.77	-299.83
1440	a02	190.83	218.77	-300.12
1440	a02	159.08	218.77	-209.28
1440	a02	158.78	218.77	-259.41
1443	a02	154.96	218.77	-234.14
1440	a02	133.69	218.77	-222.97
1440	a02	134.08	218.77	-245.02
1443	a02	148.68	218.77	-179.5
1667	a02	115.73	218.8	-245.73
1667	a02	115.88	218.8	-222.93
1636	a02	95.63	218.8	-227.17
1636	a02	95.63	218.8	-241.34
1667	a02	-39.44	218.8	-247.88
1667	a02	-38.7	218.8	-220.8
1667	a02	-31.92	218.8	-239.23
1667	a02	-32.17	218.8	-229.41
1636	a02	-12.5	218.8	-225.58
1636	a02	-12.53	218.8	-243.07
1667	a02	51.55	218.82	-234.33
1636	a02	60.08	218.82	-225.27
1636	a02	43.12	218.82	-225.32
4343	a02	30.24	218.8	-230.7
4343	a02	55.15	218.8	-208.96
4343	a02	48.04	218.84	-209
4343	a02	72.87	218.83	-230.84
4343	a02	-7.92	218.79	-299.89
4343	a02	-7.41	218.79	-285.99
4343	a02	-10.8	218.79	-289.38
4343	a02	-10.87	218.79	-296.9
4308	a02	135.46	218.78	3.17
4308	a02	-19.17	218.78	2.65
4308	a02	328.93	218.78	-173.37
4308	a02	229.87	218.78	-175.42
6366	a02	87.64	218.78	-20.92
3511	a05	-180.82	333.05	-31.09
3610	a05	-180.82	333.05	-31.09
3511	a05	-180.92	332.65	20.3
3610	a05	-180.92	332.65	20.3
5954	a05	65.55	333.73	-69.91
5954	a05	-190.27	332.65	26.97
5954	a05	-49.94	333.86	-81.76
5954	a05	-61.99	332.83	-107.91
5943	a05	-172.76	332.88	-3.08
5952	a05	-211.04	332.92	-27.05
5943	a05	-156.73	333.01	24.24
5949	a05	116.86	332.82	112.1
5949	a05	45.06	332.78	109.37
5956	a05	195.17	335.04	-77.22
5949	a05	-72.32	332.68	-117.35
5951	a05	-73.69	334.19	-89.05
5943	a05	-125.7	333.83	-115.08
5951	a05	-140.92	334.03	-127.03
5951	a05	-88.19	335.87	-103.75
5943	a05	-155.52	333.43	-123.58
5954	a05	-173.15	333.27	-104.09
5943	a05	-194.52	332.65	-47.25
5952	a05	-171.31	332.65	24.5
5952	a05	-192.16	333.78	-13.95
5943	a05	-208.77	333.25	21.43
5952	a05	-181.31	332.65	-46.19
5951	a05	-55.68	332.88	-20.69
5949	a05	-63.08	332.83	-11.26
5954	a05	-67.55	334.06	8.14
5949	a05	-47.08	333.17	42.86
5951	a05	8.21	334.63	-93.14
5951	a05	42.07	332.65	-129.86
5955	a05	42.07	332.65	-129.86
5951	a05	66.45	332.52	-165.49
5951	a05	33.99	332.87	-94.93
5955	a05	33.99	332.87	-94.93
5951	a05	67.71	332.9	-140.73
5954	a05	95.98	333.44	-162.2
5955	a05	95.98	333.44	-162.2
5951	a05	104.84	332.65	-135.57
5955	a05	104.84	332.65	-135.57
5951	a05	111.66	333.43	-102.16
5955	a05	111.66	333.43	-102.16
5954	a05	105.85	332.92	-66.78
5955	a05	105.85	332.92	-66.78
5951	a05	40.3	334.51	-65.65
5954	a05	40.3	334.51	-65.65
5951	a05	71.26	333.11	-56.65
5954	a05	158.26	332.79	-115.05
5949	a05	190.13	333.54	-89.68
5949	a05	205.01	333.58	-78.01
5955	a05	71.41	333.03	9.22
2869	a05	78.5	332.65	151.18
5956	a05	78.5	332.65	151.18
5949	a05	45.37	332.63	130.13
5949	a05	110.99	332.53	130.23
5943	a05	-188.42	332.68	91.26
5951	a05	52.18	334.41	-61.37
5952	a05	-149.88	333.25	-21.91
5949	a05	-12.91	333.01	-97.53
15777	a05	-173.3	334.44	128.17
14209	a05	72.04	332.25	99.37
14209	a05	-187.14	333.82	124.36
13297	a05	-191.89	334.29	132.94
13267	a05	-191.43	334.26	131.51
12425	a05	79.36	332.3	113.69
5952	a05	-208.79	332.82	-11.96
5952	a05	-182.39	332.83	-31.01
5954	a05	69.37	332.92	17.03
5951	a05	-16.7	333.9	-94.83
5951	a05	-32.8	334.05	-110.92
5943	a05	-190.17	333.94	-76.66
5945	a05	-183.95	332.95	113.77
5945	a05	-175.8	333	110.89
5945	a05	-166.46	333.87	83.38
5943	a05	-186.16	333.29	58.39
5952	a05	-151.58	332.93	1.28
5952	a05	-54.7	334.47	-73.13
5952	a05	-39.12	335.24	-55.89
5951	a05	-60.21	336.26	47.51
5951	a05	-60.48	336.43	51.67
5951	a05	-61	336.45	55.72
5951	a05	-15.01	333.49	-101.55
5951	a05	20.74	333.67	-111.25
5955	a05	141.09	334.28	-107.41
5955	a05	139.97	334.22	-118.16
5955	a05	177.5	332.92	-107.28
5956	a05	213.35	336.8	-102.22
5956	a05	207.47	336.22	-102.57
5955	a05	215.86	334.2	-90.23
5955	a05	200.81	333.56	-102.55
5955	a05	66.86	334.16	-39.24
5952	a05	75.58	334.14	-38.44
5955	a05	77.51	333.55	16.09
5956	a05	71.49	332.33	108.54
5956	a05	90.01	332.53	107.49
5956	a05	80.1	332.31	107.92
5956	a05	80.13	332.61	86.93
5956	a05	74.98	332.29	86.91
5956	a05	85.83	333.27	86.5
5956	a05	77.54	333.15	59.17
5955	a05	210.2	333.84	-92.52
5943	a05	-179.73	332.56	-16.49
5952	a05	-179.7	332.56	34.66
5943	a05	-167.78	333.42	-85.51
5943	a05	-164.97	335.58	-112.92
5951	a05	-43.98	334.74	-75.77
5954	a05	-48.31	333.68	-74.91
5954	a05	-57.12	333.1	14.23
12405	a05	79.65	332.49	115.45
12404	a05	81.41	332.57	114.08
12402	a05	76.65	332.25	116.79
12392	a05	80.73	332.63	118.65
11683	a05	-175.07	332.77	130.25
4308	a05	217.55	336.96	-109.9
4308	a05	-64.83	336.23	50.04
6357	a06	-128.43	338.39	112.39
2871	a06	240.62	332.1	171.57
6363	a06	240.62	332.1	171.57
6363	a06	181.62	332.55	205.78
6357	a06	-287.99	357.84	-178.02
6357	a06	-316.75	357.42	-186.26
6360	a06	-315.04	331.74	336.5
6358	a06	-277.45	333.36	265.11
6358	a06	-197.12	332.65	166.05
6360	a06	-239.87	332.68	149.72
6360	a06	-237.81	332.19	87.46
6358	a06	-234.9	333.61	122.81
6360	a06	-189.35	351.05	85.02
6358	a06	-189.35	351.05	85.02
6357	a06	-53.56	359.99	-222.14
6357	a06	-52.44	379.62	-152.6
6364	a06	2.16	359.57	-219.66
6357	a06	-17.84	379.35	-161.96
6362	a06	-23.72	358.52	-81.49
6358	a06	-23.72	358.52	-81.49
6362	a06	107.23	361.53	-179.55
6359	a06	107.23	361.53	-179.55
6357	a06	-11.75	332.65	79.61
6361	a06	-53.03	332.65	81.1
6357	a06	-53.03	332.65	81.1
6359	a06	-73.47	332.65	166.75
6357	a06	-120.74	332.65	241.88
6358	a06	65.15	332.65	180.5
6361	a06	65.15	332.65	180.5
6363	a06	177.56	333.75	152.94
6358	a06	-21.72	332.65	172.38
15777	a06	-357.24	337.42	324.74
14211	a06	184.72	332.39	194.2
14211	a06	-352.69	334.02	314.55
13297	a06	-358.2	334.35	307.7
13267	a06	-357.54	334.54	308.75
6359	a06	101.34	359.23	-139.01
6361	a06	-90.58	332.56	162.27
6363	a06	-128.15	333.77	132.13
6359	a06	213.38	332.01	199.5
6359	a06	270.18	331.97	138.68
6361	a06	217.71	332.62	139.1
6361	a06	270.4	332.09	206.86
6363	a06	196.65	332.28	165.56
6363	a06	283.42	333.07	174.12
6363	a06	217.98	332.05	168.6
6363	a06	262.19	332.52	172.28
6361	a06	-122.87	360.77	-189.05
6362	a06	-321.14	349.41	-110.86
6362	a06	-301.68	349.01	-94.68
6364	a06	-288.17	351.53	94.18
6363	a06	-47.11	333.69	174.81
6359	a06	-80.47	332.56	123.45
6358	a06	-280.73	332.52	192.76
6358	a06	-257.23	333.06	199.45
6358	a06	-261.76	332.33	236.58
6358	a06	-213.76	362.36	-203.97
6360	a06	-216.58	362.69	-211.84
6357	a06	-251.67	358.29	-195.12
6360	a06	-346.83	357.73	-196.51
6359	a06	-261.45	357.95	-213.07
6362	a06	-261.5	357.88	-195.37
6364	a06	-309.82	358.07	-165.11
6362	a06	-299.98	358.16	-163.09
6358	a06	-320.04	358.2	-160.84
6364	a06	-308.12	350.21	-113.88
6358	a06	-321.46	347.63	-91.71
6358	a06	-183.25	338.72	-14.44
6360	a06	-237.21	343.58	-46.82
6358	a06	-239.4	343.32	-66.38
6360	a06	-212.02	342.47	-33.85
6358	a06	-191.54	334.81	9.69
6360	a06	-333	331.83	331.96
6360	a06	-328.05	331.33	319.43
6360	a06	-276.81	333.84	260.74
6360	a06	-269.32	332.2	199.35
6360	a06	-272.98	334.72	326.32
6360	a06	-279.49	334.91	330.85
6358	a06	-210.33	336.87	143.31
6358	a06	-256.07	336.07	126.37
6358	a06	-176.61	350.86	107.99
6358	a06	-270.15	351.13	55.53
6360	a06	-210.95	350.97	83.94
6364	a06	-236.98	334.12	69.17
6360	a06	-177.33	336.4	41.89
6364	a06	-245.78	332.78	20.39
6359	a06	-104.45	358.32	-201.44
6362	a06	-68.55	358.14	-198.98
6364	a06	-93.33	358.44	-81.78
6364	a06	-45.04	376.24	-173.94
6359	a06	-12.42	370.56	-183.03
6362	a06	18.79	361.34	-82.34
6361	a06	-53.3	357.95	-58.07
6364	a06	-43.63	355.54	-53.93
6362	a06	-68.19	359.43	-75.57
6359	a06	-31.87	359.1	-95.86
6362	a06	40.12	359.87	-92.9
6359	a06	116.06	358.14	-142.26
6362	a06	113.88	358	-119.44
6359	a06	65.2	360.89	-90.57
6364	a06	109.73	360	-237.35
6359	a06	100.26	358.39	-240.06
6364	a06	115.17	360.21	-255.63
6361	a06	115.09	358.67	-316.33
6361	a06	100.39	358.69	-315.72
6359	a06	123.41	358	-306.65
6359	a06	94.27	357.84	-307.78
6364	a06	107.07	357.97	-306.31
6364	a06	140.02	359.44	-305.54
6364	a06	81.46	358.48	-307.89
6361	a06	-24.8	332.75	55.49
6364	a06	-49.67	332.56	67.19
6364	a06	-50.07	344.03	-8.23
6364	a06	-10.23	332.64	107.04
6364	a06	-51.09	332.56	112.13
6361	a06	-109.42	332.55	158.36
6364	a06	-7.64	333.38	148.97
6361	a06	-49.38	333.66	213.82
6361	a06	-48.96	332.69	223.34
6363	a06	-88.76	332.59	234.65
6361	a06	-97	332.56	224.4
6364	a06	-82.11	332.7	243.58
