ID	location   X coord    Y coord  	Z coord
7068    world    -2558.75    245.94    3812.93
7068    world    -2709.71    238.03    3940.67
22307    world    -2485.91    217.69    4108.67
22307    world    -2495.04    228.19    4165.8
22307    world    -2525.92    221.97    4121.44
22307    world    -2566.29    221.82    4130.01
22307    world    -2512.42    226.62    4074.6
22379    world    -2390.83    289.6    4093.73
21077    world    -2366.06    258.13    4402.13
20808    world    -2460.73    226.03    3838.51
16481    world    -2480.15    219.25    4152.09
16420    world    -2482.51    219.42    4149.63
13532    world    -2418.73    215.22    4224.24
13532    world    -2418.83    215.22    4207.5
13532    world    -2435.63    215.22    4224.14
13531    world    -2456.97    215.22    4224.25
13532    world    -2435.73    215.22    4207.4
13531    world    -2457.07    215.22    4207.51
13532    world    -2472.58    215.22    4224.04
13531    world    -2493.92    215.22    4224.15
13532    world    -2472.68    215.22    4207.3
13531    world    -2494.02    215.22    4207.41
13532    world    -2612.54    215.22    4083.13
13532    world    -2595.38    215.22    4082.07
13532    world    -2612.64    215.22    4100.37
13531    world    -2611.13    215.22    4116.98
13531    world    -2611.23    215.22    4152.08
13532    world    -2612.74    215.22    4135.48
13532    world    -2595.48    215.22    4099.31
13531    world    -2593.97    215.22    4115.92
13531    world    -2594.07    215.22    4151.02
13532    world    -2595.58    215.22    4134.42
13564    world    -2555.29    215.22    4197.53
13532    world    -2516.86    215.22    4215.07
13532    world    -2525.32    215.22    4209.6
13532    world    -2531.55    215.22    4206.55
13532    world    -2540.02    215.22    4201.08
13532    world    -2547.47    215.22    4196.26
13532    world    -2555.94    215.22    4190.79
13532    world    -2564.06    215.22    4186.63
13532    world    -2572.52    215.22    4181.15
13532    world    -2579.98    215.22    4176.34
13532    world    -2588.44    215.22    4170.86
13531    world    -2595.07    215.22    4182.45
13531    world    -2586.93    215.22    4187.47
13531    world    -2548.04    215.22    4211.51
13531    world    -2539.9    215.22    4216.52
13531    world    -2532.33    215.22    4221.23
13531    world    -2524.19    215.22    4226.25
13531    world    -2578.5    215.22    4192.41
13531    world    -2570.36    215.22    4197.43
13531    world    -2562.79    215.22    4202.14
13531    world    -2554.65    215.22    4207.15
12960    world    -2526.57    217.83    4087.58
11225    world    -2517.51    216.67    4109.57
7069    world    -2153.29    215.67    4154.13
7069    world    -2168.7    214.02    4157.69
7069    world    -2147.38    216.51    4170.99
8239    world    -2533.82    255.76    3774.83
7707    world    -2433    261.88    4377.98
8542    world    -2526.01    217.83    4087.56
7696    world    -2520.81    216.76    4107.44
7294    world    -2501.16    218.01    4084.24
7295    world    -2463.41    219.35    4128.19
7068    world    -2949.85    235.1    3894.14
7068    world    -3046.47    218.54    3899.04
7068    world    -3019.34    218.77    4126.43
7068    world    -3035.92    218.2    4104.05
7068    world    -3034.34    218.68    4147.24
7068    world    -3000.28    219.18    4113.27
7068    world    -2999.9    221.06    4143.93
7068    world    -2817.23    239.76    3973.37
7068    world    -2893.7    218.39    4016.59
7068    world    -2596.83    223.17    3961.36
7068    world    -2602.51    225.19    3977.1
7068    world    -2601.42    253.02    3766.81
7068    world    -2628.62    233.11    3877.3
7068    world    -2529.97    221.18    3872.27
7068    world    -2537.12    220.18    3880.43
7068    world    -2523.57    220.1    3884.09
7342    world    -2503.7    219.5    4174.58
7341    world    -2482.11    219.64    4133.71
7340    world    -2544.05    217.39    4131.39
7339    world    -2547.55    217.58    4129.95
7338    world    -2498.28    217.48    4096.92
7337    world    -2500.33    217.11    4100.19
7335    world    -2549.88    215.67    4109.94
7336    world    -2525    217.74    4089.2
16742    world    -2847.66    229.38    4130.58
3092    world    -2928.68    237.37    3725.1
3092    world    -2323.36    217.78    3833.44
3092    world    -2316.57    221.96    4025.71
3092    world    -2467.72    220.49    4246.78
3092    world    -2144.81    230.27    4521.53
3092    world    -2564.24    221.66    3940.4
3092    world    -2700.63    242.49    3931.44
3092    world    -2961.13    235.63    4332.06
3092    world    -2705.29    221.86    4324.34
3087    world    -2292.24    214.13    4202.45
3087    world    -2190.97    214.19    3989.17
3087    world    -3044.94    218.33    3802.66
3087    world    -2640.71    243.27    3838.14
3087    world    -3045.56    218.33    4086.7
3092    world    -2937.24    230.93    4126.38
3087    world    -2877.77    238.32    3933.11
3087    world    -2967.79    227.76    3906.61
3087    world    -3029.14    219.93    4422.01
3087    world    -2725.36    227.03    4415.86
3082    world    -2111.11    218.9    3898.02
3082    world    -2109.63    217.64    4298.76
3082    world    -2608.61    232.42    4302.56
3082    world    -2781.27    219.3    4012.92
3082    world    -2644.22    221.63    4137.4
3087    world    -2865.19    217.62    4046.7
3082    world    -2416.14    220.31    3945.19
3082    world    -2290.89    222.81    3740.87
3082    world    -2812.1    235.29    4483.08
3082    world    -2930.54    220.83    3987.08
3082    world    -3049.74    218.86    4182.15
3077    world    -2218.46    234.58    4390.89
3077    world    -2702.99    223.53    4358.33
3077    world    -2322.87    219.04    4580.46
3077    world    -2580.62    220.93    4575.91
3077    world    -2991.54    217.83    4031.17
3077    world    -2666.26    220.26    4016.7
3077    world    -2789.24    223.99    4104.02
3077    world    -2544.04    219.23    4237.83
3077    world    -3010.76    219.08    4569.67
3077    world    -2799.98    221.15    4559.66
3094    world    -2226.56    217.18    3903.94
3101    world    -2226.56    217.18    3903.94
3538    world    -2226.56    217.18    3903.94
3543    world    -2226.56    217.18    3903.94
3549    world    -2226.56    217.18    3903.94
3550    world    -2226.56    217.18    3903.94
3094    world    -2135.3    226.44    4421.3
3101    world    -2135.3    226.44    4421.3
3538    world    -2135.3    226.44    4421.3
3543    world    -2135.3    226.44    4421.3
3549    world    -2135.3    226.44    4421.3
3550    world    -2135.3    226.44    4421.3
3094    world    -2463.57    233.64    4534.65
3101    world    -2463.57    233.64    4534.65
3538    world    -2463.57    233.64    4534.65
3543    world    -2463.57    233.64    4534.65
3549    world    -2463.57    233.64    4534.65
3550    world    -2463.57    233.64    4534.65
3094    world    -2773.13    217.11    4057.51
3101    world    -2773.13    217.11    4057.51
3538    world    -2773.13    217.11    4057.51
3543    world    -2773.13    217.11    4057.51
3549    world    -2773.13    217.11    4057.51
3550    world    -2773.13    217.11    4057.51
3094    world    -2983.25    218.01    3972.59
3101    world    -2983.25    218.01    3972.59
3538    world    -2983.25    218.01    3972.59
3543    world    -2983.25    218.01    3972.59
3549    world    -2983.25    218.01    3972.59
3550    world    -2983.25    218.01    3972.59
3094    world    -2605.02    216.56    4236.37
3101    world    -2605.02    216.56    4236.37
3538    world    -2605.02    216.56    4236.37
3543    world    -2605.02    216.56    4236.37
3549    world    -2605.02    216.56    4236.37
3550    world    -2605.02    216.56    4236.37
3094    world    -2395.28    218.35    4265.28
3101    world    -2395.28    218.35    4265.28
3538    world    -2395.28    218.35    4265.28
3543    world    -2395.28    218.35    4265.28
3549    world    -2395.28    218.35    4265.28
3550    world    -2395.28    218.35    4265.28
3094    world    -2080.66    218.19    4050.19
3101    world    -2080.66    218.19    4050.19
3538    world    -2080.66    218.19    4050.19
3543    world    -2080.66    218.19    4050.19
3549    world    -2080.66    218.19    4050.19
3550    world    -2080.66    218.19    4050.19
3094    world    -2977.09    249.58    3700.25
3101    world    -2977.09    249.58    3700.25
3538    world    -2977.09    249.58    3700.25
3543    world    -2977.09    249.58    3700.25
3549    world    -2977.09    249.58    3700.25
3550    world    -2977.09    249.58    3700.25
3094    world    -2986.67    220.89    4482.41
3101    world    -2986.67    220.89    4482.41
3538    world    -2986.67    220.89    4482.41
3543    world    -2986.67    220.89    4482.41
3549    world    -2986.67    220.89    4482.41
3550    world    -2986.67    220.89    4482.41
8582    world    -2238.52    214.21    4088.81
8582    world    -2718.2    228.84    4162.41
8582    world    -2578.09    225.49    3889.62
8582    world    -2412.94    246.05    4347.47
26842    world    -1209.2    139.59    3889.45
20505    world    -1630.67    235.49    3845.39
19462    world    -1110.04    219.12    4130.28
7070    world    -1549.18    250.83    4193.53
7070    world    -1582.35    222.91    4210.68
7070    world    -1577.9    223.33    4249.36
7070    world    -1809    218.44    4305.07
7070    world    -1840.85    220.03    4307.26
7070    world    -1926.96    229.67    4329.06
7070    world    -1904.55    266.71    4385.58
7070    world    -1891.36    240.02    4360.55
7070    world    -1896.94    226.1    4330.78
7070    world    -1873.26    279.73    4432.08
7070    world    -1634.23    220.35    4588.77
7070    world    -1585.71    223.34    4588.87
7070    world    -1673.91    219.13    4588.77
7070    world    -1722.44    219.16    4588.67
7070    world    -1509.08    250.11    4433.58
7070    world    -1467.17    223.11    4433.68
7070    world    -1542.29    249.3    4433.58
7070    world    -1584.2    257.63    4433.48
7070    world    -1532.36    240.15    4549.59
7070    world    -1532.94    226.2    4509.45
7070    world    -1542.39    256.57    4471.36
7070    world    -1584.3    262.21    4471.26
7070    world    -1574.85    247.56    4509.35
7070    world    -1574.27    230.79    4549.49
7070    world    -1622.69    257.25    4549.39
7070    world    -1623.27    252.26    4509.25
7070    world    -1632.72    277.28    4471.16
7070    world    -1680.85    296.35    4471.06
7070    world    -1671.4    246.03    4509.15
7070    world    -1670.81    246.82    4549.29
7070    world    -1705.33    343.14    4435.59
7070    world    -1721.11    305.33    4470.96
7070    world    -1711.67    246.84    4509.05
7070    world    -1711.08    237.64    4549.19
7070    world    -1759.61    237.36    4549.09
7070    world    -1760.19    266.15    4508.95
7070    world    -1769.64    311.77    4470.86
7070    world    -1753.85    325.42    4435.49
7070    world    -1798.28    304.31    4435.39
7070    world    -1814.07    302.71    4470.76
7070    world    -1804.62    271.89    4508.85
7070    world    -1804.04    243.24    4548.99
7070    world    -1839.31    292.54    4435.29
7070    world    -1855.09    290.27    4470.65
7070    world    -1845.65    265.23    4508.75
7070    world    -1845.06    244.46    4548.89
7069    world    -1702.31    250.7    3859.25
7069    world    -1673.81    226.28    3814.55
7069    world    -1722.73    224.11    3814.45
7069    world    -1615.39    241.76    3862.38
7069    world    -1658.59    248.53    3862.28
7069    world    -1699.13    266.19    3902.99
7069    world    -1740.77    260.86    3904.35
7069    world    -1665.31    302.35    3953.74
7069    world    -1810.63    238.05    4026.48
7069    world    -1812.83    237    4066.82
7069    world    -1812.2    228.05    4103.17
7069    world    -1751.87    232.74    4135.8
7069    world    -1791.26    223.76    4153.69
7069    world    -1769.43    246.6    4096.53
7069    world    -1765.68    251.21    4059.2
7069    world    -1722.61    279.97    4049.58
7069    world    -1767.22    244.42    4028.74
7069    world    -1722.93    266.14    4012.69
7069    world    -1680.56    309.94    3984.23
7069    world    -1707.98    278.19    3943.39
7069    world    -1618.25    313.24    3952.02
7069    world    -1568.8    312.08    3932.86
7069    world    -1563.57    268.27    3891.6
7069    world    -1563.67    244.65    3851.86
12277    world    -1687.36    223.55    4312.01
10337    world    -1974.84    235.92    3811
10337    world    -2022.44    237.42    3760.98
10337    world    -1963.97    226.97    3902.59
10337    world    -1872.84    226.91    3858.17
10337    world    -1816.5    224.02    3805.85
10337    world    -1694.7    227.49    3783.05
10337    world    -1513.52    226.37    3758.31
10337    world    -1566.47    225.83    3809.8
10337    world    -1436.65    218.44    4334
10337    world    -1387.69    219.1    4374.46
10337    world    -1440.51    227.13    4279.8
11164    world    -1162.55    220.91    4130.33
7069    world    -1147.69    219.61    4179.73
11164    world    -1082.22    219.1    4092.14
11164    world    -1090.45    218.92    4187.05
11164    world    -1088.1    218.9    4264.29
11164    world    -1037.85    221.39    4525.13
11164    world    -1040.01    220.33    4454.52
11164    world    -1033.56    219.05    4409.47
11164    world    -1462.43    221.56    4460.37
7069    world    -1282.65    256.76    4501.41
10337    world    -1375.14    219.8    4323.1
7069    world    -1815.21    246.84    3893.36
11164    world    -1058.56    219.15    4187.61
7069    world    -1232.56    221.26    4224.32
7069    world    -1184.45    219.5    4251.45
7069    world    -1251.59    219.64    4260.73
7069    world    -1282.09    222.44    4200.27
7069    world    -1245.27    227.95    4117.73
11164    world    -1122.26    220.35    4056.42
11164    world    -1121.18    219.19    4099.79
11164    world    -1056.67    220.33    4330.03
11164    world    -1141.2    257.21    4336.27
7069    world    -1313.24    237.33    4340.81
7069    world    -1454.55    227.71    4228.58
7069    world    -1356.89    218.78    4285.2
7070    world    -1529.13    241.45    4158.4
7069    world    -1549.05    218.38    4304.44
7069    world    -1634.73    225.6    4249.63
7070    world    -1932.21    280.75    4404.14
7072    world    -2025.45    224.15    4425.32
7070    world    -1974.8    254.61    4456.1
7070    world    -1913.86    254.64    4527.53
7072    world    -2005.71    220.3    4529.23
7072    world    -1853.94    223.02    4587.81
7069    world    -2019.81    218.32    3909.77
7069    world    -2023.25    218.17    4121.91
7069    world    -1991.47    224.8    4036.79
7069    world    -1975.44    227.66    3955.54
7069    world    -2009.1    228.46    3819.09
7069    world    -1908.51    236.79    3903.69
7069    world    -1974.74    258.49    3752.52
7069    world    -1861.83    227.09    3771.93
7069    world    -1936.87    232.9    3813.26
7069    world    -1452.72    224.76    3750.74
7069    world    -1818.95    236.25    3848.29
7069    world    -1744.68    231.17    3839.92
7069    world    -1628.86    227.63    3823.61
7069    world    -1582.83    234.2    3732.22
7069    world    -1524.13    223.45    3815.17
7070    world    -1057.77    219.47    4588.43
11164    world    -1145.24    222.23    4594.86
7070    world    -1216.26    221.64    4592.23
11164    world    -1262.3    220.09    4590.83
11164    world    -1333.29    219.97    4587.68
11164    world    -1470.55    220.96    4502.9
7070    world    -1380.88    219.53    4590.17
7069    world    -1223.3    283.15    4500.06
7069    world    -1375.67    218.26    4425.12
7069    world    -1334.74    252.95    4502.94
11164    world    -1061.21    219.08    4045.74
11164    world    -1055.28    218.98    4130.75
11164    world    -1115.24    219.06    4145.3
11164    world    -1058.61    218.75    4238.09
11164    world    -1120.24    219.05    4217.79
8230    world    -1286.02    221.64    4280.5
7069    world    -1303.18    241.95    4159.64
11164    world    -1190.82    219.83    4103.99
7069    world    -1255.03    237.36    4076.66
7069    world    -1208.42    226.29    4181.66
7069    world    -1216.61    219.63    4261.93
7069    world    -1378.42    225.96    4237
12277    world    -1579.08    222.57    4352.97
7070    world    -1840.32    231.69    4344.04
7070    world    -1522.37    218.81    4583.6
7070    world    -1492.83    220.48    4547.25
7070    world    -1462.88    219.39    4546.97
7070    world    -1430.52    219.01    4582.96
8229    world    -1476.65    218.7    4580.87
11164    world    -1570.94    229.65    4562.23
11164    world    -1605.27    248.04    4518.46
11164    world    -1665.18    241.69    4540.75
7070    world    -1757.46    219.5    4593.74
7070    world    -1809.02    221.35    4590.4
7070    world    -1902.69    217.95    4586.39
7070    world    -1943.67    217.44    4583.58
7070    world    -1981.74    219    4587.29
7070    world    -2022.65    218.67    4584.75
7070    world    -2022.89    223.18    4471.74
7070    world    -1890.78    223.47    4305.74
26832    world    -1200.68    134.32    3884.7
26861    world    -1235.02    114.85    3884.74
20656    world    -1595.23    247.97    3675.08
13532    world    -1534.22    249.65    4155.22
13532    world    -1552.7    241.24    4166.67
13531    world    -1536.59    241.24    4176.96
13532    world    -1559.58    241.24    4187.99
13531    world    -1543.47    241.24    4198.27
13532    world    -1571.07    227.49    4201.35
13531    world    -1554.96    227.49    4211.64
13532    world    -1577.96    227.49    4222.67
13532    world    -1570.48    227.49    4242.3
13531    world    -1561.85    227.49    4232.95
13532    world    -1428.93    233.46    4221.35
13531    world    -1449.05    233.46    4219.1
13531    world    -1411.96    233.46    4220.29
13532    world    -1420.37    233.46    4241.14
13532    world    -1436.23    227.49    4277.5
13531    world    -1427.82    227.49    4256.64
13531    world    -1440.49    233.46    4238.89
13532    world    -1448.9    233.46    4259.75
13532    world    -1464.76    227.49    4296.1
13531    world    -1456.35    227.49    4275.24
13564    world    -1519.88    227.49    4281.57
13532    world    -1484.12    227.49    4295.49
13532    world    -1494.11    227.49    4295.7
13532    world    -1504.29    227.49    4296.11
13532    world    -1514.53    227.49    4294.63
13532    world    -1523.78    227.49    4290.09
13532    world    -1532.14    227.49    4284.94
13532    world    -1539.36    227.49    4279.27
13532    world    -1546.44    227.49    4272.46
13532    world    -1552.77    227.49    4265.99
13532    world    -1559.85    227.49    4259.18
13531    world    -1551.22    227.49    4249.83
13531    world    -1475.71    227.49    4274.64
13531    world    -1485.49    227.49    4277.14
13531    world    -1494.99    227.49    4279.41
13531    world    -1512.5    227.49    4277.37
13531    world    -1504.77    227.49    4281.91
13531    world    -1544.61    227.49    4257.81
13531    world    -1536.88    227.49    4262.36
13531    world    -1527.9    227.49    4267.82
13531    world    -1520.16    227.49    4272.36
12960    world    -1516.15    221.86    4237.54
11226    world    -1506.32    221.64    4242.76
8788    world    -1503.56    221.83    4234.05
8575    world    -1919.82    270.9    4466.38
8542    world    -1515.62    221.85    4237.08
7299    world    -1490.03    222.61    4223.13
7070    world    -1521.12    219.43    4369.63
7070    world    -1444.48    219    4407.67
7070    world    -1426.36    221.43    4373.2
7070    world    -1470.94    218.77    4382.37
7070    world    -1477.65    219.02    4346.47
7070    world    -1494.72    219.64    4327.73
7070    world    -1754.91    221.18    4297.22
7070    world    -1732.43    219.36    4282.96
7070    world    -1706.8    218.41    4267.5
7070    world    -1665.77    220.84    4285.04
7070    world    -1690.2    220.35    4272.75
7346    world    -1507.1    221.83    4231.86
7345    world    -1499.15    221.81    4234.64
7343    world    -1497.57    221.77    4239.82
7344    world    -1513.72    221.87    4236.17
20875    world    -1841.81    232.27    3859.99
20875    world    -1654.97    246.99    3861.22
20875    world    -1519.42    233.73    3846.2
20875    world    -1718.28    271.65    3950
20875    world    -1580.3    244.25    3707.57
20875    world    -1714.38    229.43    3629.07
20875    world    -1853    273.71    3704.58
20875    world    -1211.24    270.42    3685.06
20875    world    -1346.3    317.27    3622.14
20875    world    -1324.86    256.76    3719.45
20875    world    -1465.53    257.37    3617.63
20875    world    -1482.81    229.39    3726.61
3092    world    -2020.73    218.71    4567.6
3092    world    -1433.1    224.37    3761.09
3092    world    -1894.99    223.42    3869.77
3092    world    -1829.57    226.08    4334.59
3092    world    -1331.34    220.72    4580.52
3092    world    -1093.8    219.39    4265.98
3092    world    -1052.32    222.27    4554.41
3092    world    -1084.88    219.08    4097.13
3092    world    -1178.06    222.62    4301.15
3087    world    -2032.91    218.17    4121.25
3087    world    -1850.67    220.39    3801.62
3087    world    -1406.6    222.89    4239.48
3087    world    -1896.52    264.62    4499.85
3087    world    -1928.2    221.57    4300.24
3092    world    -1693.66    223.8    4316.41
3087    world    -1530.54    218.49    4313.22
3087    world    -1039.19    220.05    4436.43
3087    world    -1655.32    307.48    4443.77
3087    world    -1177.21    258.67    4376.87
3082    world    -1518.57    241.55    4163.89
3082    world    -1583.47    220.36    4369.76
3082    world    -1625.42    228.35    4265.93
3082    world    -2017.7    228.2    4429.02
3082    world    -1755.79    220.01    4588.67
3087    world    -1149.76    222.87    4592.49
3082    world    -1984.64    224.57    3948.9
3082    world    -1417.76    220.37    4358.64
3082    world    -1269.98    260.09    4490.18
3082    world    -1414.15    229.32    4555.32
3082    world    -1297.48    220.82    4257.13
3077    world    -1088.01    219.01    4199.16
3077    world    -1470.54    222.78    4268.6
3077    world    -1049.69    219.11    3994.36
3077    world    -1617.48    225.53    3810.09
3077    world    -1218.72    264.8    3653.19
3077    world    -1204.99    219.63    4256.24
3077    world    -1214.34    224.05    4583.46
3077    world    -1327.74    231.35    4349.8
3077    world    -1507.14    230.91    4477.02
3077    world    -1539.15    218.93    4588.54
3094    world    -1983.34    241.11    3789.78
3101    world    -1983.34    241.11    3789.78
3538    world    -1983.34    241.11    3789.78
3543    world    -1983.34    241.11    3789.78
3549    world    -1983.34    241.11    3789.78
3550    world    -1983.34    241.11    3789.78
3094    world    -1095.54    219.12    4199.85
3101    world    -1095.54    219.12    4199.85
3538    world    -1095.54    219.12    4199.85
3543    world    -1095.54    219.12    4199.85
3549    world    -1095.54    219.12    4199.85
3550    world    -1095.54    219.12    4199.85
3094    world    -1394.88    221.17    4293.54
3101    world    -1394.88    221.17    4293.54
3538    world    -1394.88    221.17    4293.54
3543    world    -1394.88    221.17    4293.54
3549    world    -1394.88    221.17    4293.54
3550    world    -1394.88    221.17    4293.54
3094    world    -1537.28    224.29    3809.57
3101    world    -1537.28    224.29    3809.57
3538    world    -1537.28    224.29    3809.57
3543    world    -1537.28    224.29    3809.57
3549    world    -1537.28    224.29    3809.57
3550    world    -1537.28    224.29    3809.57
3094    world    -1061.73    218.95    4082.14
3101    world    -1061.73    218.95    4082.14
3538    world    -1061.73    218.95    4082.14
3543    world    -1061.73    218.95    4082.14
3549    world    -1061.73    218.95    4082.14
3550    world    -1061.73    218.95    4082.14
3094    world    -2004.16    222.5    4505.78
3101    world    -2004.16    222.5    4505.78
3538    world    -2004.16    222.5    4505.78
3543    world    -2004.16    222.5    4505.78
3549    world    -2004.16    222.5    4505.78
3550    world    -2004.16    222.5    4505.78
3094    world    -1356.78    227.68    4430.81
3101    world    -1356.78    227.68    4430.81
3538    world    -1356.78    227.68    4430.81
3543    world    -1356.78    227.68    4430.81
3549    world    -1356.78    227.68    4430.81
3550    world    -1356.78    227.68    4430.81
3094    world    -1800.22    242.73    3862.73
3101    world    -1800.22    242.73    3862.73
3538    world    -1800.22    242.73    3862.73
3543    world    -1800.22    242.73    3862.73
3549    world    -1800.22    242.73    3862.73
3550    world    -1800.22    242.73    3862.73
3094    world    -1599.26    218.23    4319.39
3101    world    -1599.26    218.23    4319.39
3538    world    -1599.26    218.23    4319.39
3543    world    -1599.26    218.23    4319.39
3549    world    -1599.26    218.23    4319.39
3550    world    -1599.26    218.23    4319.39
3094    world    -1475.06    218.92    4564.84
3101    world    -1475.06    218.92    4564.84
3538    world    -1475.06    218.92    4564.84
3543    world    -1475.06    218.92    4564.84
3549    world    -1475.06    218.92    4564.84
3550    world    -1475.06    218.92    4564.84
20506    world    -524.59    235.65    3899.14
19463    world    -855.69    224.49    4054.14
12278    world    -449.72    250.92    4306.25
12278    world    -579.36    246.29    4045.75
12278    world    -646.26    234.53    4110.04
7071    world    -1001.59    119.32    3627.97
7071    world    -963.53    120.81    3624.91
7071    world    -925.84    119.47    3618.94
7071    world    -894.04    119.41    3614.52
7071    world    -854.17    119.32    3616.34
7071    world    -828.74    119.49    3629.28
7071    world    -800.33    119.39    3645.77
7071    world    -774.91    119.48    3658.71
